timestamp,price,usdt_balance,btc_balance,total_assets,profit_pct,trend_score,volatility
2025-02-16 08:09:19.104,103132.49,993.0164007000008,0.00025,1018.7995232000007,1.8799523200000752,-7.38820149621787,-0.10611757957946776
2025-02-16 08:11:30.176,102250.0,1018.5789007000008,0.0,1018.5789007000008,1.8578900700000758,-7.915537861412919,-0.19965590990828772
2025-02-16 08:13:41.248,101614.87,993.1751832000008,0.00025,1018.5789007000008,1.8578900700000758,-8.248507903529932,-0.16740999439169493
2025-02-16 08:15:52.320,104281.08,1019.2454532000008,0.0,1019.2454532000008,1.9245453200000837,-6.165870621082993,0.46486149394561155
2025-02-16 08:18:03.392,104404.64,994.1883396000009,0.00024,1019.2454532000008,1.9245453200000837,-3.348150032958369,0.4981756472822877
2025-02-16 08:20:14.464,105091.02,994.1883396000009,0.00024,1019.4101844000008,1.9410184400000845,0.13777139353395831,0.6532495636816803
2025-02-16 08:22:25.536,105091.02,994.1883396000009,0.00024,1019.4101844000008,1.9410184400000845,0.18710229748161972,0.6471475496071925
2025-02-16 08:24:36.608,105078.87,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,1.2110539610256024,0.646422047441876
2025-02-16 08:26:47.680,105108.06,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,1.3854215323991572,0.6530915572883431
2025-02-16 08:28:58.752,105148.86,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,0.3581333372979076,0.6685741135923013
2025-02-16 08:31:09.824,105304.17,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,4.872589309239709,0.7058082978819303
2025-02-16 08:33:20.896,105080.1,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,5.236018103102796,0.6531729050580742
2025-02-16 08:35:31.968,105114.71,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,2.7657727240860446,0.6611041775889493
2025-02-16 08:37:43.040,105140.01,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,6.091708380316533,0.6690301242059571
2025-02-16 08:39:54.112,104987.49,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,4.7071468367991915,0.6385490409524741
2025-02-16 08:42:05.184,105513.03,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,5.0374355790967975,0.7569356284274663
2025-02-16 08:44:16.256,105301.0,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,5.090812191360687,0.7000898180699391
2025-02-16 08:46:27.328,105513.03,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,5.205187609785105,0.7285755928374902
2025-02-16 08:48:38.400,105327.19,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,5.44572141219309,0.6692740946459289
2025-02-16 08:50:49.472,105385.74,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,1.2817592287584654,0.6629712859470688
2025-02-16 08:53:00.544,105513.03,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,0.7307199752470365,0.6729521803462437
2025-02-16 08:55:11.616,105222.36,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,1.5589831635705687,0.5790175240779191
2025-02-16 08:57:22.688,105388.56,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,1.3648249544248379,0.6913375741455321
2025-02-16 08:59:33.760,105406.78,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,0.08093380140223794,0.7052545715321071
2025-02-16 09:01:44.832,105323.08,1019.4072684000008,0.0,1019.4072684000008,1.9407268400000817,9.870738296775935,0.609754211809484
2025-02-16 09:03:55.904,105326.82,994.1288316000008,0.00024,1019.4072684000008,1.9407268400000817,-4.386669343576283,0.5995479320356851
2025-02-16 09:06:06.976,105513.03,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,0.5148354173004891,0.851814986996009
2025-02-16 09:08:18.048,105513.03,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,0.5436956331087847,0.8182740486662599
2025-02-16 09:10:29.120,105375.52,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,1.5388173784272556,0.5890421259873765
2025-02-16 09:12:40.192,105251.07,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,1.6662091061127642,0.3785591718986786
2025-02-16 09:14:51.264,105479.27,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,0.5569626539558423,0.7336454784700872
2025-02-16 09:17:02.336,105255.22,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,0.14127782331312475,0.3503599708599858
2025-02-16 09:19:13.408,105260.98,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,0.7621190178748172,0.33865741335069377
2025-02-16 09:21:24.480,105718.29,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,0.8112597135279527,1.0634651377376976
2025-02-16 09:23:35.552,106069.86,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,2.2390490048095275,1.339349758257942
2025-02-16 09:25:46.624,105986.54,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,1.22446689359627,1.0899537181907493
2025-02-16 09:27:57.696,105966.85,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,1.2182880803914522,0.982273144343099
2025-02-16 09:30:08.768,106096.02,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,-0.48145165372334575,1.0144171377068023
2025-02-16 09:32:19.840,106204.11,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,-0.08129145779440924,1.0112077047145198
2025-02-16 09:34:30.912,106204.11,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,11.904534741718141,0.9413065408316256
2025-02-16 09:36:41.984,106204.11,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,5.955020443531584,0.889205121202702
2025-02-16 09:38:53.056,106033.44,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,2.612224775431869,0.7462435794634736
2025-02-16 09:41:04.128,106174.56,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,-1.866647520279111,0.8092546345755147
2025-02-16 09:43:15.200,106375.52,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,-2.882464719708639,0.892349294072637
2025-02-16 09:45:26.272,106284.94,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,-4.746193575618612,0.8017134655492866
2025-02-16 09:47:37.344,106941.09,1019.4519588000009,0.0,1019.4519588000009,1.9451958800000853,-5.020115015250658,1.0891984953680467
